ProductCode,Product Description
8804,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.
8805,Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles.
880510,- Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof
880520,(-2001) - Ground flying trainers and parts thereof
880521,(2002-) -- Air combat simulators and parts thereof
880529,(2002-) -- Other
89,"SHIPS, BOATS AND FLOATING STRUCTURES"
8901,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods."
890110,"- Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds"
890120,-Tankers
890130,"- Refrigerated vessels, other than those of subheading 8901.20"
890190,- Other vessels for the transport of goods and other vessels for the transport of both persons and goods
8902,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products.
8903,Yachts and other vessels for pleasure or sports; rowing boats and canoes.
890310,- Inflatable
890391,"-- Sailboats, with or without auxiliary motor"
890392,"-- Motorboats, other than outboard motorboats"
890399,-- Other
8904,Tugs and pusher craft.
890400,Tugs and pusher craft.
8905,"Light-vessels, fire-floats, dredgers, floating cranes and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms."
890510,- Dredgers
890520,- Floating or submersible drilling or production platforms
890590,- Other
8906,"Other vessels, including warships and lifeboats other than rowing boats."
890600,"(-2001) Other vessels, including warships and lifeboats other than rowing boats"
890610,(2002-) -Warships
890690,(2002-) - Other
8907,"Other floating structures (for example, rafts, tanks, coffer- dams, landing-stages, buoys and beacons)."
890710,- Inflatable rafts
890790,- Other
8908,Vessels and other floating structures for breaking up.
890800,Vessels and other floating structures for breaking up.
90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF"
9001,"Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 85.44; sheets and plates of polarising material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other th"
900110,"- Optical fibres, optical fibre bundles and cables"
900120,- Sheets and plates of polarising material
900130,- Contact lenses
900140,- Spectacle lenses of glass
900150,- Spectacle lenses of other materials
900190,- Other
9002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked."
900211,"-- For cameras, projectors or photographic enlargers or reducers"
900219,-- Other
900220,- Filters
900290,- Other
9003,"Frames and mountings for spectacles, goggles or the like, and parts thereof."
900311,-- Of plastics
900319,-- Of other materials
900390,- Parts
9004,"Spectacles, goggles and the like, corrective, protective or other."
900410,- Sunglasses
900490,- Other
9005,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy."
900510,- Binoculars
900580,- Other instruments
900590,- Parts and accessories (including mountings)
9006,Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 85.39.
900610,- Cameras of a kind used for preparing printing plates or cylinders
900620,"(-2006)  - Cameras of a kind used for recording documents on microfilm, microfiche or other microforms"
900630,"- Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes"
900640,- Instant print cameras
900651,"-- With a through-the-lens viewfinder (single lens reflex (SLR)), for roll film of a width not exceeding 35 mm"
900652,"-- Other, for roll film of a width less than 35 mm"
900653,"-- Other, for roll film of a width of 35 mm"
900659,-- Other
900661,-- Discharge lamp (ìelectronicî) flashlight apparatus
900662,"(-2006)  -- Flashbulbs, flashcubes and the like"
900669,-- Other
900691,-- For cameras
900699,-- Other
9007,"Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus."
900710,(2012-) - Cameras
900711,(-2011) -- For film of less than 16 mm width or for double-8 mm film
900719,(-2011) -- Other
900720,(1996-) - Projectors
900721,(-1995) For film of less than 16 mm width
900729,(-1995) Other
900791,-- For cameras
900792,-- For projectors
9008,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers."
900810,(-2011) - Slide projectors
900820,"(-2011) - Microfilm, microfiche or other microform readers, whether or not capable of producing copies"
900830,(-2011) - Other image projectors
900840,(-2011) - Photographic (other than cinematographic) enlargers and reducers
900850,"(2012-) - Projectors, enlargers and reducers"
900890,- Parts and accessories
9009,(-2006) Photocopying apparatus incorporating an optical system or of the contact type and thermo-copying apparatus
900911,(-2006)  -- Operating by reproducing the original image directly onto the copy (direct process)
900912,(-2006)  -- Operating by reproducing the original image via an intermediate onto the copy (indirect process)
900921,(-2006)  -- Incorporating an optical system
900922,(-2006)  -- Of the contact type
900930,(-2006)  - Thermo-copying apparatus
900990,(-2001) - Parts and accessories
900991,(2002-2006) -- Automatic document feeders
900992,(2002-2006) -- Paper feeders
900993,(2002-2006) -- Sorters
900999,(2002-2006) -- Other
9010,"Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this Chapter; negatoscopes; projection screens."
901010,- Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper
901020,(-1995) Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes
901030,(-1995) Projection screens
901041,(1996-2006)  -- Direct write-on- Wafer apparatus
901042,(1996-2006)  -- Step and repeat aligners
901049,(1996-2006)  -- Other
901050,(1996-) - Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes
901060,(1996-) - Projection screens
901090,- Parts and accessories
9011,"Compound optical microscopes, including those for photomicrography, cinephotomicrography or microprojection."
901110,- Stereoscopic microscopes
901120,"- Other microscopes, for photomicrography, cinephoto-micrography or microprojection"
901180,- Other microscopes
901190,- Parts and accessories
9012,Microscopes other than optical microscopes; diffraction apparatus.
901210,- Microscopes other than optical microscopes; diffraction apparatus
901290,- Parts and accessories
9013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, other than laser diodes; other optical appliances and instruments, not specified or included elsewhere in this Chapter."
901310,"- Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI"
901320,"- Lasers, other than laser diodes"
901380,"- Other devices, appliances and instruments"
901390,- Parts and accessories
9014,Direction finding compasses; other navigational instruments and appliances.
901410,- Direction finding compasses
901420,- Instruments and appliances for aeronautical or space navigation (other than compasses)
901480,- Other instruments and appliances
901490,- Parts and accessories
9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses; rangefinders."
901510,- Rangefinders
901520,- Theodolites and tachymeters (tacheometers)
901530,- Levels
901540,- Photogrammetrical surveying instruments and appliances
901580,- Other instruments and appliances
901590,- Parts and accessories
9016,"Balances of a sensitivity of 5 cg or better, with or without weights."
901600,"Balances of a sensitivity of 5 cg or better, with or without weights."
9017,"Drawing, marking-out or mathematical calculating instruments (for example, drafting machines, pantographs, protractors, drawing sets, slide rules, disc calculators); instruments for measuring length, for use in the hand (for example, measuring rods and ta"
901710,"- Drafting tables and machines, whether or not automatic"
901720,"- Other drawing, marking-out or mathematical calculating instruments"
901730,"- Micrometers, callipers and gauges"
901780,- Other instruments
901790,- Parts and accessories
9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight-testing instruments."
901811,-- Electro-cardiographs
901812,(1996-) -- Ultrasonic scanning apparatus
901813,(1996-) -- Magnetic resonance imaging apparatus
901814,(1996-) -- Scintigraphic apparatus
901819,-- Other
901820,- Ultra-violet or infra-red ray apparatus
901831,"-- Syringes, with or without needles"
901832,-- Tubular metal needles and needles for sutures
901839,-- Other
901841,"-- Dental drill engines, whether or not combined on a single base with other dental equipment"
901849,-- Other
901850,- Other ophthalmic instruments and appliances
901890,- Other instruments and appliances
9019,"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus."
901910,- Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus
901920,"- Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus"
9020,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters."
902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters."
